lon,lat,treatment_intensity,building_footprint,tin_roof_area,night_light
34.3275,0.1575,10-12,2%-3%,0%-1%,0.8-1.2
34.3325,0.1575,7-9,2%-3%,1%-2%,0.4-0.8
34.3375,0.1575,4-6,1%-2%,1%-2%,0.4-0.8
34.3425,0.1575,7-9,2%-3%,1%-2%,0.4-0.8
34.3475,0.1575,0-3,3%-4%,2%-3%,0.4-0.8
34.3525,0.1575,4-6,2%-3%,1%-2%,0.4-0.8
34.3575,0.1575,0-3,3%-4%,1%-2%,0.8-1.2
34.3625,0.1575,0-3,3%-4%,2%-3%,0.8-1.2
34.3675,0.1575,4-6,3%-4%,1%-2%,0.4-0.8
34.3725,0.1575,13-,3%-4%,1%-2%,0.4-0.8
34.3775,0.1575,4-6,3%-4%,2%-3%,0.8-1.2
34.3825,0.1575,0-3,3%-4%,2%-3%,0.4-0.8
34.3875,0.1575,0-3,1%-2%,0%-1%,0.4-0.8
34.3925,0.1575,10-12,1%-2%,1%-2%,0.4-0.8
34.3975,0.1575,7-9,1%-2%,0%-1%,0.4-0.8
34.4025,0.1575,0-3,1%-2%,1%-2%,0.0-0.4
34.4075,0.1575,4-6,0%-1%,0%-1%,0.0-0.4
34.4125,0.1575,0-3,0%-1%,0%-1%,0.0-0.4
34.4175,0.1575,4-6,0%-1%,0%-1%,0.0-0.4
34.4225,0.1575,0-3,0%-1%,0%-1%,0.0-0.4
34.4275,0.1575,0-3,1%-2%,0%-1%,0.0-0.4
34.4325,0.1575,0-3,0%-1%,0%-1%,0.0-0.4
34.4375,0.1575,0-3,0%-1%,0%-1%,0.0-0.4
34.1125,0.1625,0-3,0%-1%,0%-1%,0.0-0.4
34.1175,0.1625,0-3,1%-2%,0%-1%,0.0-0.4
34.1225,0.1625,0-3,1%-2%,1%-2%,0.0-0.4
34.1275,0.1625,0-3,0%-1%,0%-1%,0.0-0.4
34.1325,0.1625,0-3,1%-2%,0%-1%,0.0-0.4
34.1375,0.1625,0-3,1%-2%,0%-1%,0.0-0.4
34.1425,0.1625,7-9,1%-2%,0%-1%,0.0-0.4
34.1475,0.1625,0-3,1%-2%,0%-1%,0.0-0.4
34.1525,0.1625,7-9,1%-2%,0%-1%,0.0-0.4
34.1575,0.1625,0-3,2%-3%,1%-2%,0.0-0.4
34.1625,0.1625,7-9,1%-2%,0%-1%,0.0-0.4
34.1675,0.1625,0-3,1%-2%,0%-1%,0.0-0.4
34.1725,0.1625,0-3,2%-3%,1%-2%,0.0-0.4
34.1775,0.1625,0-3,0%-1%,0%-1%,0.0-0.4
34.2025,0.1625,0-3,2%-3%,1%-2%,0.0-0.4
34.2075,0.1625,0-3,2%-3%,1%-2%,0.0-0.4
34.2125,0.1625,0-3,1%-2%,0%-1%,0.0-0.4
34.2175,0.1625,0-3,0%-1%,0%-1%,0.4-0.8
34.2225,0.1625,7-9,1%-2%,0%-1%,0.4-0.8
34.2275,0.1625,13-,1%-2%,0%-1%,0.0-0.4
34.2325,0.1625,7-9,2%-3%,1%-2%,0.0-0.4
34.2375,0.1625,13-,3%-4%,1%-2%,0.0-0.4
34.2425,0.1625,10-12,2%-3%,1%-2%,0.0-0.4
34.2475,0.1625,7-9,1%-2%,0%-1%,0.0-0.4
34.2525,0.1625,4-6,1%-2%,0%-1%,0.0-0.4
34.2575,0.1625,13-,2%-3%,1%-2%,0.0-0.4
34.2625,0.1625,0-3,0%-1%,0%-1%,0.0-0.4
34.2675,0.1625,0-3,1%-2%,0%-1%,0.0-0.4
34.2725,0.1625,10-12,3%-4%,2%-3%,0.0-0.4
34.2775,0.1625,10-12,1%-2%,1%-2%,0.0-0.4
34.2825,0.1625,0-3,0%-1%,0%-1%,0.0-0.4
34.2875,0.1625,0-3,1%-2%,0%-1%,0.0-0.4
34.2925,0.1625,0-3,2%-3%,1%-2%,0.0-0.4
34.3175,0.1625,0-3,1%-2%,1%-2%,0.4-0.8
34.3225,0.1625,0-3,0%-1%,0%-1%,0.4-0.8
34.3275,0.1625,7-9,1%-2%,1%-2%,0.8-1.2
34.3325,0.1625,10-12,0%-1%,0%-1%,0.4-0.8
34.3375,0.1625,4-6,1%-2%,1%-2%,0.4-0.8
34.3425,0.1625,10-12,2%-3%,1%-2%,0.4-0.8
34.3475,0.1625,10-12,1%-2%,0%-1%,0.4-0.8
34.3525,0.1625,10-12,2%-3%,1%-2%,0.4-0.8
34.3575,0.1625,0-3,2%-3%,1%-2%,0.8-1.2
34.3625,0.1625,0-3,2%-3%,1%-2%,0.8-1.2
34.3675,0.1625,0-3,1%-2%,0%-1%,0.8-1.2
34.3725,0.1625,4-6,2%-3%,1%-2%,0.4-0.8
34.3775,0.1625,7-9,2%-3%,1%-2%,0.8-1.2
34.3825,0.1625,0-3,1%-2%,1%-2%,0.4-0.8
34.3875,0.1625,0-3,2%-3%,1%-2%,0.0-0.4
34.3925,0.1625,0-3,1%-2%,0%-1%,0.0-0.4
34.3975,0.1625,4-6,1%-2%,0%-1%,0.0-0.4
34.4025,0.1625,4-6,0%-1%,0%-1%,0.0-0.4
34.4075,0.1625,0-3,0%-1%,0%-1%,0.0-0.4
34.4125,0.1625,13-,1%-2%,1%-2%,0.0-0.4
34.4175,0.1625,4-6,1%-2%,0%-1%,0.0-0.4
34.4225,0.1625,7-9,1%-2%,1%-2%,0.0-0.4
34.4275,0.1625,0-3,1%-2%,1%-2%,0.0-0.4
34.4325,0.1625,0-3,1%-2%,1%-2%,0.0-0.4
34.4375,0.1625,0-3,0%-1%,0%-1%,0.0-0.4
34.1125,0.1675,0-3,0%-1%,0%-1%,0.0-0.4
34.1175,0.1675,0-3,1%-2%,0%-1%,0.0-0.4
34.1225,0.1675,0-3,0%-1%,0%-1%,0.0-0.4
34.1275,0.1675,0-3,0%-1%,0%-1%,0.0-0.4
34.1325,0.1675,0-3,0%-1%,0%-1%,0.0-0.4
34.1375,0.1675,0-3,0%-1%,0%-1%,0.0-0.4
34.1425,0.1675,0-3,0%-1%,0%-1%,0.0-0.4
34.1475,0.1675,4-6,1%-2%,0%-1%,0.0-0.4
34.1525,0.1675,0-3,1%-2%,0%-1%,0.0-0.4
34.1575,0.1675,7-9,3%-4%,1%-2%,0.0-0.4
34.1625,0.1675,13-,2%-3%,1%-2%,0.0-0.4
34.1675,0.1675,7-9,1%-2%,0%-1%,0.0-0.4
34.1725,0.1675,13-,3%-4%,2%-3%,0.0-0.4
34.1775,0.1675,7-9,1%-2%,0%-1%,0.0-0.4
34.1825,0.1675,0-3,0%-1%,0%-1%,0.0-0.4
34.1925,0.1675,0-3,0%-1%,0%-1%,0.0-0.4
34.2025,0.1675,0-3,3%-4%,1%-2%,0.0-0.4
34.2075,0.1675,0-3,3%-4%,1%-2%,0.0-0.4
34.2125,0.1675,0-3,2%-3%,1%-2%,0.0-0.4
34.2175,0.1675,4-6,1%-2%,1%-2%,0.4-0.8
34.2225,0.1675,7-9,1%-2%,0%-1%,0.4-0.8
34.2275,0.1675,4-6,1%-2%,0%-1%,0.0-0.4
34.2325,0.1675,10-12,2%-3%,1%-2%,0.0-0.4
34.2375,0.1675,10-12,2%-3%,1%-2%,0.4-0.8
34.2425,0.1675,0-3,2%-3%,1%-2%,0.4-0.8
34.2475,0.1675,7-9,3%-4%,1%-2%,0.0-0.4
34.2525,0.1675,0-3,2%-3%,1%-2%,0.0-0.4
34.2575,0.1675,4-6,2%-3%,1%-2%,0.0-0.4
34.2625,0.1675,0-3,0%-1%,0%-1%,0.0-0.4
34.2675,0.1675,0-3,1%-2%,0%-1%,0.0-0.4
34.2725,0.1675,0-3,3%-4%,1%-2%,0.4-0.8
34.2775,0.1675,4-6,1%-2%,0%-1%,0.0-0.4
34.2825,0.1675,0-3,1%-2%,0%-1%,0.0-0.4
34.2875,0.1675,0-3,1%-2%,0%-1%,0.0-0.4
34.2925,0.1675,0-3,3%-4%,1%-2%,0.0-0.4
34.3175,0.1675,0-3,3%-4%,1%-2%,0.4-0.8
34.3225,0.1675,0-3,0%-1%,0%-1%,0.4-0.8
34.3275,0.1675,7-9,0%-1%,0%-1%,0.4-0.8
34.3325,0.1675,10-12,1%-2%,1%-2%,0.0-0.4
34.3425,0.1675,4-6,1%-2%,0%-1%,0.0-0.4
34.3475,0.1675,7-9,2%-3%,1%-2%,0.0-0.4
34.3525,0.1675,10-12,2%-3%,1%-2%,0.0-0.4
34.3575,0.1675,10-12,2%-3%,1%-2%,0.4-0.8
34.3625,0.1675,0-3,1%-2%,0%-1%,0.4-0.8
34.3675,0.1675,0-3,1%-2%,0%-1%,0.4-0.8
34.3725,0.1675,7-9,2%-3%,1%-2%,0.4-0.8
34.3775,0.1675,10-12,2%-3%,1%-2%,0.4-0.8
34.3825,0.1675,0-3,2%-3%,1%-2%,0.0-0.4
34.3875,0.1675,0-3,0%-1%,0%-1%,0.0-0.4
34.3925,0.1675,0-3,1%-2%,1%-2%,0.0-0.4
34.3975,0.1675,0-3,0%-1%,0%-1%,0.0-0.4
34.4025,0.1675,10-12,2%-3%,1%-2%,0.0-0.4
34.4075,0.1675,0-3,2%-3%,1%-2%,0.0-0.4
34.4125,0.1675,0-3,1%-2%,1%-2%,0.0-0.4
34.4175,0.1675,7-9,1%-2%,1%-2%,0.0-0.4
34.4225,0.1675,0-3,1%-2%,1%-2%,0.0-0.4
34.4275,0.1675,0-3,1%-2%,1%-2%,0.0-0.4
34.4325,0.1675,0-3,2%-3%,1%-2%,0.0-0.4
34.4425,0.1675,0-3,0%-1%,0%-1%,0.0-0.4
34.1175,0.1725,0-3,0%-1%,0%-1%,0.0-0.4
34.1225,0.1725,0-3,0%-1%,0%-1%,0.0-0.4
34.1275,0.1725,0-3,0%-1%,0%-1%,0.0-0.4
34.1325,0.1725,0-3,1%-2%,0%-1%,0.0-0.4
34.1375,0.1725,0-3,2%-3%,1%-2%,0.0-0.4
34.1425,0.1725,0-3,1%-2%,0%-1%,0.0-0.4
34.1475,0.1725,0-3,1%-2%,0%-1%,0.0-0.4
34.1525,0.1725,0-3,1%-2%,0%-1%,0.0-0.4
34.1575,0.1725,10-12,2%-3%,1%-2%,0.0-0.4
34.1625,0.1725,13-,2%-3%,1%-2%,0.0-0.4
34.1675,0.1725,0-3,1%-2%,0%-1%,0.0-0.4
34.1725,0.1725,4-6,2%-3%,1%-2%,0.0-0.4
34.1775,0.1725,7-9,3%-4%,2%-3%,0.0-0.4
34.1825,0.1725,0-3,1%-2%,0%-1%,0.0-0.4
34.1875,0.1725,7-9,2%-3%,1%-2%,0.0-0.4
34.1925,0.1725,0-3,0%-1%,0%-1%,0.0-0.4
34.1975,0.1725,0-3,1%-2%,1%-2%,0.0-0.4
34.2025,0.1725,0-3,2%-3%,1%-2%,0.0-0.4
34.2075,0.1725,0-3,3%-4%,1%-2%,0.0-0.4
34.2125,0.1725,0-3,2%-3%,1%-2%,0.0-0.4
34.2175,0.1725,10-12,3%-4%,2%-3%,0.0-0.4
34.2225,0.1725,13-,2%-3%,1%-2%,0.0-0.4
34.2275,0.1725,4-6,2%-3%,0%-1%,0.0-0.4
34.2325,0.1725,13-,2%-3%,1%-2%,0.8-1.2
34.2375,0.1725,13-,2%-3%,1%-2%,0.8-1.2
34.2425,0.1725,0-3,2%-3%,1%-2%,0.4-0.8
34.2475,0.1725,10-12,2%-3%,1%-2%,0.4-0.8
34.2525,0.1725,7-9,3%-4%,1%-2%,0.4-0.8
34.2575,0.1725,0-3,3%-4%,2%-3%,0.0-0.4
34.2625,0.1725,0-3,1%-2%,0%-1%,0.0-0.4
34.2675,0.1725,0-3,2%-3%,1%-2%,0.4-0.8
34.2725,0.1725,0-3,2%-3%,1%-2%,0.4-0.8
34.2775,0.1725,0-3,1%-2%,0%-1%,0.0-0.4
34.2825,0.1725,0-3,1%-2%,1%-2%,0.0-0.4
34.2875,0.1725,0-3,1%-2%,0%-1%,0.0-0.4
34.3175,0.1725,0-3,2%-3%,1%-2%,0.4-0.8
34.3225,0.1725,0-3,1%-2%,0%-1%,0.4-0.8
34.3275,0.1725,7-9,1%-2%,1%-2%,0.0-0.4
34.3325,0.1725,7-9,2%-3%,1%-2%,0.0-0.4
34.3375,0.1725,13-,1%-2%,1%-2%,0.0-0.4
34.3425,0.1725,0-3,0%-1%,0%-1%,0.0-0.4
34.3475,0.1725,7-9,0%-1%,0%-1%,0.0-0.4
34.3525,0.1725,7-9,0%-1%,0%-1%,0.0-0.4
34.3575,0.1725,4-6,0%-1%,0%-1%,0.0-0.4
34.3625,0.1725,7-9,1%-2%,0%-1%,0.0-0.4
34.3675,0.1725,0-3,0%-1%,0%-1%,0.0-0.4
34.3725,0.1725,0-3,1%-2%,0%-1%,0.0-0.4
34.3775,0.1725,7-9,0%-1%,0%-1%,0.0-0.4
34.3825,0.1725,7-9,1%-2%,1%-2%,0.0-0.4
34.3875,0.1725,0-3,0%-1%,0%-1%,0.0-0.4
34.3925,0.1725,0-3,1%-2%,1%-2%,0.0-0.4
34.3975,0.1725,0-3,1%-2%,1%-2%,0.0-0.4
34.4025,0.1725,0-3,1%-2%,1%-2%,0.0-0.4
34.4075,0.1725,10-12,1%-2%,1%-2%,0.0-0.4
34.4125,0.1725,0-3,1%-2%,0%-1%,0.0-0.4
34.4175,0.1725,0-3,1%-2%,1%-2%,0.0-0.4
34.4225,0.1725,0-3,1%-2%,1%-2%,0.0-0.4
34.4275,0.1725,0-3,1%-2%,0%-1%,0.0-0.4
34.4325,0.1725,0-3,1%-2%,1%-2%,0.0-0.4
34.1125,0.1775,0-3,0%-1%,0%-1%,0.0-0.4
34.1175,0.1775,0-3,0%-1%,0%-1%,0.0-0.4
34.1225,0.1775,0-3,0%-1%,0%-1%,0.0-0.4
34.1275,0.1775,0-3,0%-1%,0%-1%,0.0-0.4
34.1325,0.1775,0-3,0%-1%,0%-1%,0.0-0.4
34.1375,0.1775,0-3,1%-2%,0%-1%,0.0-0.4
34.1425,0.1775,0-3,1%-2%,0%-1%,0.0-0.4
34.1475,0.1775,0-3,2%-3%,1%-2%,0.0-0.4
34.1525,0.1775,0-3,0%-1%,0%-1%,0.0-0.4
34.1575,0.1775,4-6,1%-2%,0%-1%,0.0-0.4
34.1625,0.1775,0-3,0%-1%,0%-1%,0.0-0.4
34.1675,0.1775,4-6,3%-4%,2%-3%,0.0-0.4
34.1725,0.1775,0-3,2%-3%,1%-2%,0.0-0.4
34.1775,0.1775,0-3,3%-4%,2%-3%,0.0-0.4
34.1825,0.1775,0-3,2%-3%,1%-2%,0.0-0.4
34.1875,0.1775,4-6,2%-3%,1%-2%,0.0-0.4
34.1925,0.1775,10-12,1%-2%,1%-2%,0.0-0.4
34.1975,0.1775,0-3,1%-2%,0%-1%,0.0-0.4
34.2025,0.1775,0-3,2%-3%,1%-2%,0.0-0.4
34.2075,0.1775,0-3,3%-4%,1%-2%,0.0-0.4
34.2125,0.1775,4-6,3%-4%,1%-2%,0.0-0.4
34.2175,0.1775,7-9,2%-3%,1%-2%,0.0-0.4
34.2225,0.1775,7-9,2%-3%,1%-2%,0.0-0.4
34.2275,0.1775,0-3,1%-2%,0%-1%,0.0-0.4
34.2325,0.1775,4-6,2%-3%,1%-2%,0.8-1.2
34.2375,0.1775,7-9,1%-2%,0%-1%,0.4-0.8
34.2425,0.1775,0-3,1%-2%,0%-1%,0.0-0.4
34.2475,0.1775,10-12,2%-3%,1%-2%,0.0-0.4
34.2525,0.1775,7-9,2%-3%,1%-2%,0.0-0.4
34.2575,0.1775,4-6,1%-2%,0%-1%,0.0-0.4
34.2625,0.1775,0-3,2%-3%,1%-2%,0.0-0.4
34.2675,0.1775,0-3,3%-4%,1%-2%,0.4-0.8
34.2725,0.1775,0-3,3%-4%,1%-2%,0.4-0.8
34.2825,0.1775,0-3,2%-3%,1%-2%,0.8-1.2
34.2875,0.1775,0-3,3%-4%,1%-2%,0.8-1.2
34.2925,0.1775,0-3,3%-4%,2%-3%,0.8-1.2
34.3175,0.1775,0-3,2%-3%,1%-2%,0.4-0.8
34.3225,0.1775,0-3,1%-2%,0%-1%,0.4-0.8
34.3275,0.1775,0-3,1%-2%,0%-1%,0.4-0.8
34.3325,0.1775,7-9,1%-2%,1%-2%,0.4-0.8
34.3375,0.1775,10-12,1%-2%,1%-2%,0.0-0.4
34.3475,0.1775,10-12,1%-2%,0%-1%,0.0-0.4
34.3525,0.1775,4-6,1%-2%,0%-1%,0.0-0.4
34.3575,0.1775,13-,1%-2%,1%-2%,0.0-0.4
34.3625,0.1775,13-,1%-2%,1%-2%,0.0-0.4
34.3675,0.1775,7-9,1%-2%,0%-1%,0.0-0.4
34.3725,0.1775,0-3,1%-2%,0%-1%,0.0-0.4
34.3775,0.1775,0-3,0%-1%,0%-1%,0.0-0.4
34.3825,0.1775,0-3,0%-1%,0%-1%,0.0-0.4
34.3875,0.1775,0-3,0%-1%,0%-1%,0.0-0.4
34.3925,0.1775,0-3,0%-1%,0%-1%,0.0-0.4
34.3975,0.1775,0-3,0%-1%,0%-1%,0.0-0.4
34.4025,0.1775,0-3,0%-1%,0%-1%,0.0-0.4
34.4075,0.1775,4-6,0%-1%,0%-1%,0.0-0.4
34.4125,0.1775,4-6,1%-2%,1%-2%,0.0-0.4
34.4175,0.1775,0-3,1%-2%,1%-2%,0.0-0.4
34.4225,0.1775,0-3,1%-2%,0%-1%,0.0-0.4
34.4275,0.1775,0-3,0%-1%,0%-1%,0.0-0.4
34.1075,0.1825,0-3,0%-1%,0%-1%,0.0-0.4
34.1125,0.1825,0-3,0%-1%,0%-1%,0.0-0.4
34.1175,0.1825,0-3,1%-2%,0%-1%,0.0-0.4
34.1225,0.1825,0-3,0%-1%,0%-1%,0.0-0.4
34.1275,0.1825,0-3,0%-1%,0%-1%,0.0-0.4
34.1375,0.1825,0-3,0%-1%,0%-1%,0.0-0.4
34.1425,0.1825,0-3,1%-2%,0%-1%,0.0-0.4
34.1475,0.1825,0-3,0%-1%,0%-1%,0.0-0.4
34.1525,0.1825,0-3,0%-1%,0%-1%,0.0-0.4
34.1575,0.1825,4-6,0%-1%,0%-1%,0.0-0.4
34.1625,0.1825,0-3,1%-2%,0%-1%,0.0-0.4
34.1675,0.1825,0-3,1%-2%,0%-1%,0.0-0.4
34.1725,0.1825,0-3,1%-2%,0%-1%,0.0-0.4
34.1775,0.1825,0-3,2%-3%,0%-1%,0.0-0.4
34.1825,0.1825,0-3,3%-4%,1%-2%,0.0-0.4
34.1875,0.1825,4-6,2%-3%,1%-2%,0.0-0.4
34.1925,0.1825,0-3,2%-3%,1%-2%,0.0-0.4
34.1975,0.1825,0-3,0%-1%,0%-1%,0.0-0.4
34.2025,0.1825,0-3,2%-3%,1%-2%,0.0-0.4
34.2075,0.1825,0-3,2%-3%,1%-2%,0.4-0.8
34.2125,0.1825,4-6,2%-3%,1%-2%,0.0-0.4
34.2175,0.1825,10-12,3%-4%,1%-2%,0.0-0.4
34.2225,0.1825,13-,2%-3%,2%-3%,0.0-0.4
34.2275,0.1825,0-3,0%-1%,0%-1%,0.0-0.4
34.2325,0.1825,0-3,2%-3%,1%-2%,0.0-0.4
34.2375,0.1825,0-3,0%-1%,0%-1%,0.0-0.4
34.2425,0.1825,0-3,1%-2%,0%-1%,0.0-0.4
34.2475,0.1825,0-3,0%-1%,0%-1%,0.0-0.4
34.3175,0.1825,0-3,1%-2%,1%-2%,0.4-0.8
34.3225,0.1825,0-3,2%-3%,1%-2%,0.4-0.8
34.3275,0.1825,0-3,3%-4%,2%-3%,0.4-0.8
34.3325,0.1825,0-3,3%-4%,1%-2%,0.4-0.8
34.3375,0.1825,0-3,1%-2%,1%-2%,0.0-0.4
34.3425,0.1825,0-3,0%-1%,0%-1%,0.0-0.4
34.3475,0.1825,10-12,1%-2%,1%-2%,0.0-0.4
34.3525,0.1825,13-,1%-2%,1%-2%,0.0-0.4
34.3575,0.1825,13-,2%-3%,1%-2%,0.0-0.4
34.3625,0.1825,13-,2%-3%,1%-2%,0.0-0.4
34.3675,0.1825,4-6,1%-2%,0%-1%,0.0-0.4
34.3725,0.1825,4-6,2%-3%,1%-2%,0.0-0.4
34.3775,0.1825,0-3,1%-2%,0%-1%,0.0-0.4
34.3825,0.1825,7-9,1%-2%,0%-1%,0.0-0.4
34.3875,0.1825,4-6,1%-2%,0%-1%,0.0-0.4
34.4025,0.1825,4-6,0%-1%,0%-1%,0.0-0.4
34.4075,0.1825,10-12,1%-2%,0%-1%,0.0-0.4
34.4125,0.1825,7-9,1%-2%,0%-1%,0.0-0.4
34.4175,0.1825,0-3,2%-3%,1%-2%,0.0-0.4
34.4225,0.1825,0-3,1%-2%,0%-1%,0.0-0.4
34.1075,0.1875,0-3,0%-1%,0%-1%,0.0-0.4
34.1125,0.1875,0-3,1%-2%,0%-1%,0.0-0.4
34.1175,0.1875,0-3,1%-2%,0%-1%,0.0-0.4
34.1275,0.1875,0-3,0%-1%,0%-1%,0.0-0.4
34.1375,0.1875,0-3,0%-1%,0%-1%,0.0-0.4
34.1425,0.1875,0-3,1%-2%,0%-1%,0.0-0.4
34.1475,0.1875,4-6,0%-1%,0%-1%,0.0-0.4
34.1525,0.1875,4-6,1%-2%,1%-2%,0.0-0.4
34.1575,0.1875,0-3,0%-1%,0%-1%,0.0-0.4
34.1625,0.1875,0-3,2%-3%,1%-2%,0.0-0.4
34.1675,0.1875,7-9,1%-2%,0%-1%,0.0-0.4
34.1725,0.1875,0-3,0%-1%,0%-1%,0.0-0.4
34.1775,0.1875,4-6,3%-4%,1%-2%,0.0-0.4
34.1825,0.1875,0-3,2%-3%,0%-1%,0.0-0.4
34.1875,0.1875,0-3,3%-4%,2%-3%,0.0-0.4
34.1925,0.1875,0-3,3%-4%,1%-2%,0.0-0.4
34.1975,0.1875,0-3,1%-2%,0%-1%,0.0-0.4
34.2025,0.1875,10-12,1%-2%,0%-1%,0.0-0.4
34.2075,0.1875,4-6,2%-3%,1%-2%,0.0-0.4
34.2125,0.1875,10-12,2%-3%,1%-2%,0.0-0.4
34.2175,0.1875,7-9,2%-3%,1%-2%,0.0-0.4
34.2225,0.1875,4-6,1%-2%,0%-1%,0.0-0.4
34.2275,0.1875,0-3,0%-1%,0%-1%,0.0-0.4
34.2325,0.1875,0-3,0%-1%,0%-1%,0.0-0.4
34.2375,0.1875,7-9,1%-2%,0%-1%,0.0-0.4
34.2425,0.1875,0-3,0%-1%,0%-1%,0.0-0.4
34.2475,0.1875,0-3,1%-2%,0%-1%,0.0-0.4
34.2525,0.1875,0-3,1%-2%,0%-1%,0.0-0.4
34.3225,0.1875,0-3,2%-3%,1%-2%,0.4-0.8
34.3275,0.1875,0-3,2%-3%,1%-2%,0.4-0.8
34.3325,0.1875,0-3,3%-4%,1%-2%,0.4-0.8
34.3375,0.1875,0-3,1%-2%,0%-1%,0.4-0.8
34.3425,0.1875,0-3,0%-1%,0%-1%,0.0-0.4
34.3475,0.1875,0-3,1%-2%,0%-1%,0.0-0.4
34.3525,0.1875,0-3,2%-3%,1%-2%,0.0-0.4
34.3575,0.1875,4-6,2%-3%,1%-2%,0.0-0.4
34.3625,0.1875,0-3,2%-3%,1%-2%,0.0-0.4
34.3675,0.1875,7-9,2%-3%,1%-2%,0.0-0.4
34.3725,0.1875,10-12,1%-2%,0%-1%,0.0-0.4
34.3775,0.1875,10-12,1%-2%,0%-1%,0.0-0.4
34.3825,0.1875,7-9,1%-2%,0%-1%,0.0-0.4
34.3875,0.1875,0-3,0%-1%,0%-1%,0.0-0.4
34.4075,0.1875,0-3,0%-1%,0%-1%,0.0-0.4
34.4125,0.1875,0-3,0%-1%,0%-1%,0.0-0.4
34.4175,0.1875,0-3,0%-1%,0%-1%,0.0-0.4
34.4225,0.1875,0-3,1%-2%,0%-1%,0.0-0.4
34.4275,0.1875,0-3,0%-1%,0%-1%,0.0-0.4
34.1125,0.1925,0-3,1%-2%,0%-1%,0.0-0.4
34.1175,0.1925,0-3,1%-2%,0%-1%,0.0-0.4
34.1225,0.1925,0-3,1%-2%,1%-2%,0.0-0.4
34.1275,0.1925,0-3,1%-2%,0%-1%,0.0-0.4
34.1325,0.1925,4-6,2%-3%,1%-2%,0.0-0.4
